date_time,subject,subject_count
09/06/2017 00:23, BBC Coverage,37
09/06/2017 00:23, Conservative Seats,39
09/06/2017 00:23, ITV Coverage,12
09/06/2017 00:23, Labour Seats,163
09/06/2017 00:23, SNP Seats,11
09/06/2017 00:23," ""exit poll"" OR #exitpoll",291
09/06/2017 00:23," ""for the many"" OR #forthemany",24
09/06/2017 00:23," ""hung parliament"" OR #hungparliament",105
09/06/2017 00:23," ""strong and stable"" OR #strongandstable",22
09/06/2017 00:24, BBC Coverage,31
09/06/2017 00:24, Conservative Seats,52
09/06/2017 00:24, ITV Coverage,9
09/06/2017 00:24, Labour Seats,184
09/06/2017 00:24, SNP Seats,7
09/06/2017 00:24," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 00:24," ""exit poll"" OR #exitpoll",279
09/06/2017 00:24," ""for the many"" OR #forthemany",21
09/06/2017 00:24," ""hung parliament"" OR #hungparliament",105
09/06/2017 00:24," ""strong and stable"" OR #strongandstable",27
09/06/2017 00:25, BBC Coverage,19
09/06/2017 00:25, Conservative Seats,34
09/06/2017 00:25, ITV Coverage,11
09/06/2017 00:25, Labour Seats,258
09/06/2017 00:25, Lib Dem Seats,1
09/06/2017 00:25, SNP Seats,12
09/06/2017 00:25," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:25," ""exit poll"" OR #exitpoll",335
09/06/2017 00:25," ""for the many"" OR #forthemany",21
09/06/2017 00:25," ""hung parliament"" OR #hungparliament",94
09/06/2017 00:25," ""strong and stable"" OR #strongandstable",34
09/06/2017 00:26, BBC Coverage,32
09/06/2017 00:26, Conservative Seats,31
09/06/2017 00:26, ITV Coverage,8
09/06/2017 00:26, Labour Seats,378
09/06/2017 00:26, SNP Seats,12
09/06/2017 00:26," ""exit poll"" OR #exitpoll",341
09/06/2017 00:26," ""for the many"" OR #forthemany",9
09/06/2017 00:26," ""hung parliament"" OR #hungparliament",96
09/06/2017 00:26," ""strong and stable"" OR #strongandstable",21
09/06/2017 00:27, BBC Coverage,30
09/06/2017 00:27, Conservative Seats,27
09/06/2017 00:27, ITV Coverage,15
09/06/2017 00:27, Labour Seats,317
09/06/2017 00:27, SNP Seats,6
09/06/2017 00:27," ""exit poll"" OR #exitpoll",347
09/06/2017 00:27," ""for the many"" OR #forthemany",26
09/06/2017 00:27," ""hung parliament"" OR #hungparliament",104
09/06/2017 00:27," ""strong and stable"" OR #strongandstable",28
09/06/2017 00:28, BBC Coverage,30
09/06/2017 00:28, Conservative Seats,27
09/06/2017 00:28, ITV Coverage,12
09/06/2017 00:28, Labour Seats,275
09/06/2017 00:28, SNP Seats,5
09/06/2017 00:28," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:28," ""exit poll"" OR #exitpoll",346
09/06/2017 00:28," ""for the many"" OR #forthemany",17
09/06/2017 00:28," ""hung parliament"" OR #hungparliament",112
09/06/2017 00:28," ""strong and stable"" OR #strongandstable",33
09/06/2017 00:29, BBC Coverage,31
09/06/2017 00:29, Conservative Seats,23
09/06/2017 00:29, ITV Coverage,12
09/06/2017 00:29, Labour Seats,210
09/06/2017 00:29, SNP Seats,3
09/06/2017 00:29," ""exit poll"" OR #exitpoll",311
09/06/2017 00:29," ""for the many"" OR #forthemany",34
09/06/2017 00:29," ""hung parliament"" OR #hungparliament",134
09/06/2017 00:29," ""strong and stable"" OR #strongandstable",27
09/06/2017 00:30, BBC Coverage,20
09/06/2017 00:30, Conservative Seats,25
09/06/2017 00:30, ITV Coverage,6
09/06/2017 00:30, Labour Seats,190
09/06/2017 00:30, SNP Seats,35
09/06/2017 00:30," ""exit poll"" OR #exitpoll",306
09/06/2017 00:30," ""for the many"" OR #forthemany",22
09/06/2017 00:30," ""hung parliament"" OR #hungparliament",125
09/06/2017 00:30," ""strong and stable"" OR #strongandstable",26
09/06/2017 00:31, BBC Coverage,28
09/06/2017 00:31, Conservative Seats,32
09/06/2017 00:31, ITV Coverage,6
09/06/2017 00:31, Labour Seats,185
09/06/2017 00:31, Lib Dem Seats,1
09/06/2017 00:31, SNP Seats,161
09/06/2017 00:31," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:31," ""exit poll"" OR #exitpoll",279
09/06/2017 00:31," ""for the many"" OR #forthemany",23
09/06/2017 00:31," ""hung parliament"" OR #hungparliament",131
09/06/2017 00:31," ""strong and stable"" OR #strongandstable",29
09/06/2017 00:32, BBC Coverage,21
09/06/2017 00:32, Conservative Seats,31
09/06/2017 00:32, ITV Coverage,5
09/06/2017 00:32, Labour Seats,157
09/06/2017 00:32, SNP Seats,147
09/06/2017 00:32," ""exit poll"" OR #exitpoll",363
09/06/2017 00:32," ""for the many"" OR #forthemany",21
09/06/2017 00:32," ""hung parliament"" OR #hungparliament",130
09/06/2017 00:32," ""strong and stable"" OR #strongandstable",19
09/06/2017 00:33, BBC Coverage,21
09/06/2017 00:33, Conservative Seats,30
09/06/2017 00:33, ITV Coverage,3
09/06/2017 00:33, Labour Seats,162
09/06/2017 00:33, SNP Seats,136
09/06/2017 00:33," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:33," ""exit poll"" OR #exitpoll",389
09/06/2017 00:33," ""for the many"" OR #forthemany",24
09/06/2017 00:33," ""hung parliament"" OR #hungparliament",151
09/06/2017 00:33," ""strong and stable"" OR #strongandstable",22
09/06/2017 00:34, BBC Coverage,29
09/06/2017 00:34, Conservative Seats,35
09/06/2017 00:34, ITV Coverage,14
09/06/2017 00:34, Labour Seats,138
09/06/2017 00:34, SNP Seats,102
09/06/2017 00:34," ""exit poll"" OR #exitpoll",341
09/06/2017 00:34," ""for the many"" OR #forthemany",20
09/06/2017 00:34," ""hung parliament"" OR #hungparliament",126
09/06/2017 00:34," ""strong and stable"" OR #strongandstable",36
09/06/2017 00:35, BBC Coverage,54
09/06/2017 00:35, Conservative Seats,42
09/06/2017 00:35, ITV Coverage,21
09/06/2017 00:35, Labour Seats,152
09/06/2017 00:35, SNP Seats,126
09/06/2017 00:35," ""exit poll"" OR #exitpoll",364
09/06/2017 00:35," ""for the many"" OR #forthemany",27
09/06/2017 00:35," ""hung parliament"" OR #hungparliament",123
09/06/2017 00:35," ""strong and stable"" OR #strongandstable",25
09/06/2017 00:36, BBC Coverage,32
09/06/2017 00:36, Conservative Seats,32
09/06/2017 00:36, ITV Coverage,14
09/06/2017 00:36, Labour Seats,172
09/06/2017 00:36, SNP Seats,101
09/06/2017 00:36," ""exit poll"" OR #exitpoll",360
09/06/2017 00:36," ""for the many"" OR #forthemany",17
09/06/2017 00:36," ""hung parliament"" OR #hungparliament",175
09/06/2017 00:36," ""strong and stable"" OR #strongandstable",30
09/06/2017 00:37, BBC Coverage,18
09/06/2017 00:37, Conservative Seats,44
09/06/2017 00:37, ITV Coverage,11
09/06/2017 00:37, Labour Seats,137
09/06/2017 00:37, SNP Seats,85
09/06/2017 00:37," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:37," ""exit poll"" OR #exitpoll",325
09/06/2017 00:37," ""for the many"" OR #forthemany",38
09/06/2017 00:37," ""hung parliament"" OR #hungparliament",121
09/06/2017 00:37," ""strong and stable"" OR #strongandstable",28
09/06/2017 00:38, BBC Coverage,26
09/06/2017 00:38, Conservative Seats,45
09/06/2017 00:38, ITV Coverage,15
09/06/2017 00:38, Labour Seats,130
09/06/2017 00:38, SNP Seats,90
09/06/2017 00:38," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:38," ""exit poll"" OR #exitpoll",346
09/06/2017 00:38," ""for the many"" OR #forthemany",28
09/06/2017 00:38," ""hung parliament"" OR #hungparliament",111
09/06/2017 00:38," ""strong and stable"" OR #strongandstable",35
09/06/2017 00:39, BBC Coverage,32
09/06/2017 00:39, Conservative Seats,43
09/06/2017 00:39, ITV Coverage,13
09/06/2017 00:39, Labour Seats,134
09/06/2017 00:39, SNP Seats,73
09/06/2017 00:39," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:39," ""exit poll"" OR #exitpoll",327
09/06/2017 00:39," ""for the many"" OR #forthemany",22
09/06/2017 00:39," ""hung parliament"" OR #hungparliament",118
09/06/2017 00:39," ""strong and stable"" OR #strongandstable",19
09/06/2017 00:40, BBC Coverage,20
09/06/2017 00:40, Conservative Seats,35
09/06/2017 00:40, ITV Coverage,3
09/06/2017 00:40, Labour Seats,386
09/06/2017 00:40, SNP Seats,67
09/06/2017 00:40," ""exit poll"" OR #exitpoll",274
09/06/2017 00:40," ""for the many"" OR #forthemany",12
09/06/2017 00:40," ""hung parliament"" OR #hungparliament",123
09/06/2017 00:40," ""strong and stable"" OR #strongandstable",25
09/06/2017 00:41, BBC Coverage,14
09/06/2017 00:41, Conservative Seats,37
09/06/2017 00:41, ITV Coverage,10
09/06/2017 00:41, Labour Seats,677
09/06/2017 00:41, Lib Dem Seats,1
09/06/2017 00:41, SNP Seats,60
09/06/2017 00:41," ""exit poll"" OR #exitpoll",279
09/06/2017 00:41," ""for the many"" OR #forthemany",21
09/06/2017 00:41," ""hung parliament"" OR #hungparliament",120
09/06/2017 00:41," ""strong and stable"" OR #strongandstable",34
09/06/2017 00:42, BBC Coverage,27
09/06/2017 00:42, Conservative Seats,45
09/06/2017 00:42, ITV Coverage,16
09/06/2017 00:42, Labour Seats,542
09/06/2017 00:42, SNP Seats,83
09/06/2017 00:42," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:42," ""exit poll"" OR #exitpoll",278
09/06/2017 00:42," ""for the many"" OR #forthemany",22
09/06/2017 00:42," ""hung parliament"" OR #hungparliament",112
09/06/2017 00:42," ""strong and stable"" OR #strongandstable",36
09/06/2017 00:43, BBC Coverage,19
09/06/2017 00:43, Conservative Seats,38
09/06/2017 00:43, ITV Coverage,13
09/06/2017 00:43, Labour Seats,364
09/06/2017 00:43, SNP Seats,76
09/06/2017 00:43," ""exit poll"" OR #exitpoll",297
09/06/2017 00:43," ""for the many"" OR #forthemany",21
09/06/2017 00:43," ""hung parliament"" OR #hungparliament",94
09/06/2017 00:43," ""strong and stable"" OR #strongandstable",37
09/06/2017 00:44, BBC Coverage,33
09/06/2017 00:44, Conservative Seats,52
09/06/2017 00:44, ITV Coverage,9
09/06/2017 00:44, Labour Seats,308
09/06/2017 00:44, SNP Seats,86
09/06/2017 00:44," ""exit poll"" OR #exitpoll",313
09/06/2017 00:44," ""for the many"" OR #forthemany",25
09/06/2017 00:44," ""hung parliament"" OR #hungparliament",107
09/06/2017 00:44," ""strong and stable"" OR #strongandstable",19
09/06/2017 00:45, BBC Coverage,16
09/06/2017 00:45, Conservative Seats,25
09/06/2017 00:45, ITV Coverage,8
09/06/2017 00:45, Labour Seats,278
09/06/2017 00:45, SNP Seats,91
09/06/2017 00:45," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 00:45," ""exit poll"" OR #exitpoll",294
09/06/2017 00:45," ""for the many"" OR #forthemany",19
09/06/2017 00:45," ""hung parliament"" OR #hungparliament",102
09/06/2017 00:45," ""strong and stable"" OR #strongandstable",34
09/06/2017 00:46, BBC Coverage,26
09/06/2017 00:46, Conservative Seats,59
09/06/2017 00:46, ITV Coverage,5
09/06/2017 00:46, Labour Seats,207
09/06/2017 00:46, SNP Seats,93
09/06/2017 00:46," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 00:46," ""exit poll"" OR #exitpoll",305
09/06/2017 00:46," ""for the many"" OR #forthemany",26
09/06/2017 00:46," ""hung parliament"" OR #hungparliament",134
09/06/2017 00:46," ""strong and stable"" OR #strongandstable",37
09/06/2017 00:47, BBC Coverage,19
09/06/2017 00:47, Conservative Seats,56
09/06/2017 00:47, ITV Coverage,6
09/06/2017 00:47, Labour Seats,191
09/06/2017 00:47, Lib Dem Seats,1
09/06/2017 00:47, SNP Seats,52
09/06/2017 00:47," ""exit poll"" OR #exitpoll",296
09/06/2017 00:47," ""for the many"" OR #forthemany",32
09/06/2017 00:47," ""hung parliament"" OR #hungparliament",129
09/06/2017 00:47," ""strong and stable"" OR #strongandstable",26
09/06/2017 00:48, BBC Coverage,33
09/06/2017 00:48, Conservative Seats,76
09/06/2017 00:48, ITV Coverage,7
09/06/2017 00:48, Labour Seats,173
09/06/2017 00:48, Lib Dem Seats,1
09/06/2017 00:48, SNP Seats,54
09/06/2017 00:48," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:48," ""exit poll"" OR #exitpoll",268
09/06/2017 00:48," ""for the many"" OR #forthemany",16
09/06/2017 00:48," ""hung parliament"" OR #hungparliament",127
09/06/2017 00:48," ""strong and stable"" OR #strongandstable",39
09/06/2017 00:49, BBC Coverage,94
09/06/2017 00:49, Conservative Seats,201
09/06/2017 00:49, ITV Coverage,11
09/06/2017 00:49, Labour Seats,139
09/06/2017 00:49, SNP Seats,39
09/06/2017 00:49," ""exit poll"" OR #exitpoll",282
09/06/2017 00:49," ""for the many"" OR #forthemany",22
09/06/2017 00:49," ""hung parliament"" OR #hungparliament",146
09/06/2017 00:49," ""strong and stable"" OR #strongandstable",31
09/06/2017 00:50, BBC Coverage,125
09/06/2017 00:50, Conservative Seats,202
09/06/2017 00:50, ITV Coverage,14
09/06/2017 00:50, Labour Seats,146
09/06/2017 00:50, SNP Seats,24
09/06/2017 00:50," ""exit poll"" OR #exitpoll",242
09/06/2017 00:50," ""for the many"" OR #forthemany",22
09/06/2017 00:50," ""hung parliament"" OR #hungparliament",130
09/06/2017 00:50," ""strong and stable"" OR #strongandstable",25
09/06/2017 00:51, BBC Coverage,98
09/06/2017 00:51, Conservative Seats,183
09/06/2017 00:51, ITV Coverage,17
09/06/2017 00:51, Labour Seats,156
09/06/2017 00:51, SNP Seats,39
09/06/2017 00:51," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:51," ""exit poll"" OR #exitpoll",314
09/06/2017 00:51," ""for the many"" OR #forthemany",23
09/06/2017 00:51," ""hung parliament"" OR #hungparliament",133
09/06/2017 00:51," ""strong and stable"" OR #strongandstable",31
09/06/2017 00:52, BBC Coverage,62
09/06/2017 00:52, Conservative Seats,128
09/06/2017 00:52, ITV Coverage,17
09/06/2017 00:52, Labour Seats,175
09/06/2017 00:52, SNP Seats,68
09/06/2017 00:52," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:52," ""exit poll"" OR #exitpoll",256
09/06/2017 00:52," ""for the many"" OR #forthemany",17
09/06/2017 00:52," ""hung parliament"" OR #hungparliament",121
09/06/2017 00:52," ""strong and stable"" OR #strongandstable",23
09/06/2017 00:53, BBC Coverage,47
09/06/2017 00:53, Conservative Seats,158
09/06/2017 00:53, ITV Coverage,9
09/06/2017 00:53, Labour Seats,180
09/06/2017 00:53, SNP Seats,84
09/06/2017 00:53," ""exit poll"" OR #exitpoll",243
09/06/2017 00:53," ""for the many"" OR #forthemany",13
09/06/2017 00:53," ""hung parliament"" OR #hungparliament",116
09/06/2017 00:53," ""strong and stable"" OR #strongandstable",36
09/06/2017 00:54, BBC Coverage,55
09/06/2017 00:54, Conservative Seats,122
09/06/2017 00:54, ITV Coverage,4
09/06/2017 00:54, Labour Seats,167
09/06/2017 00:54, SNP Seats,129
09/06/2017 00:54," ""exit poll"" OR #exitpoll",261
09/06/2017 00:54," ""for the many"" OR #forthemany",17
09/06/2017 00:54," ""hung parliament"" OR #hungparliament",107
09/06/2017 00:54," ""strong and stable"" OR #strongandstable",34
09/06/2017 00:55, BBC Coverage,53
09/06/2017 00:55, Conservative Seats,135
09/06/2017 00:55, ITV Coverage,8
09/06/2017 00:55, Labour Seats,156
09/06/2017 00:55, SNP Seats,81
09/06/2017 00:55," ""exit poll"" OR #exitpoll",279
09/06/2017 00:55," ""for the many"" OR #forthemany",13
09/06/2017 00:55," ""hung parliament"" OR #hungparliament",94
09/06/2017 00:55," ""strong and stable"" OR #strongandstable",34
09/06/2017 00:56, BBC Coverage,55
09/06/2017 00:56, Conservative Seats,86
09/06/2017 00:56, ITV Coverage,10
09/06/2017 00:56, Labour Seats,148
09/06/2017 00:56, Lib Dem Seats,1
09/06/2017 00:56, SNP Seats,57
09/06/2017 00:56," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 00:56," ""exit poll"" OR #exitpoll",243
09/06/2017 00:56," ""for the many"" OR #forthemany",20
09/06/2017 00:56," ""hung parliament"" OR #hungparliament",120
09/06/2017 00:56," ""strong and stable"" OR #strongandstable",36
09/06/2017 00:57, BBC Coverage,53
09/06/2017 00:57, Conservative Seats,96
09/06/2017 00:57, ITV Coverage,12
09/06/2017 00:57, Labour Seats,143
09/06/2017 00:57, SNP Seats,46
09/06/2017 00:57," ""exit poll"" OR #exitpoll",253
09/06/2017 00:57," ""for the many"" OR #forthemany",20
09/06/2017 00:57," ""hung parliament"" OR #hungparliament",103
09/06/2017 00:57," ""strong and stable"" OR #strongandstable",30
09/06/2017 00:58, BBC Coverage,37
09/06/2017 00:58, Conservative Seats,81
09/06/2017 00:58, ITV Coverage,10
09/06/2017 00:58, Labour Seats,149
09/06/2017 00:58, SNP Seats,38
09/06/2017 00:58," ""exit poll"" OR #exitpoll",232
09/06/2017 00:58," ""for the many"" OR #forthemany",17
09/06/2017 00:58," ""hung parliament"" OR #hungparliament",176
09/06/2017 00:58," ""strong and stable"" OR #strongandstable",30
09/06/2017 00:59, BBC Coverage,35
09/06/2017 00:59, Conservative Seats,69
09/06/2017 00:59, ITV Coverage,8
09/06/2017 00:59, Labour Seats,142
09/06/2017 00:59, SNP Seats,45
09/06/2017 00:59," ""exit poll"" OR #exitpoll",216
09/06/2017 00:59," ""for the many"" OR #forthemany",21
09/06/2017 00:59," ""hung parliament"" OR #hungparliament",140
09/06/2017 00:59," ""strong and stable"" OR #strongandstable",18
09/06/2017 01:00, BBC Coverage,20
09/06/2017 01:00, Conservative Seats,50
09/06/2017 01:00, ITV Coverage,6
09/06/2017 01:00, Labour Seats,148
09/06/2017 01:00, SNP Seats,56
09/06/2017 01:00," ""exit poll"" OR #exitpoll",207
09/06/2017 01:00," ""for the many"" OR #forthemany",23
09/06/2017 01:00," ""hung parliament"" OR #hungparliament",113
09/06/2017 01:00," ""strong and stable"" OR #strongandstable",29
09/06/2017 01:01, BBC Coverage,26
09/06/2017 01:01, Conservative Seats,59
09/06/2017 01:01, ITV Coverage,12
09/06/2017 01:01, Labour Seats,178
09/06/2017 01:01, SNP Seats,68
09/06/2017 01:01," ""exit poll"" OR #exitpoll",183
09/06/2017 01:01," ""for the many"" OR #forthemany",14
09/06/2017 01:01," ""hung parliament"" OR #hungparliament",81
09/06/2017 01:01," ""strong and stable"" OR #strongandstable",21
09/06/2017 01:02, BBC Coverage,26
09/06/2017 01:02, Conservative Seats,52
09/06/2017 01:02, ITV Coverage,11
09/06/2017 01:02, Labour Seats,511
09/06/2017 01:02, SNP Seats,76
09/06/2017 01:02," ""exit poll"" OR #exitpoll",162
09/06/2017 01:02," ""for the many"" OR #forthemany",18
09/06/2017 01:02," ""hung parliament"" OR #hungparliament",81
09/06/2017 01:02," ""strong and stable"" OR #strongandstable",22
09/06/2017 01:03, BBC Coverage,25
09/06/2017 01:03, Conservative Seats,58
09/06/2017 01:03, ITV Coverage,13
09/06/2017 01:03, Labour Seats,1008
09/06/2017 01:03, SNP Seats,114
09/06/2017 01:03," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 01:03," ""exit poll"" OR #exitpoll",159
09/06/2017 01:03," ""for the many"" OR #forthemany",25
09/06/2017 01:03," ""hung parliament"" OR #hungparliament",78
09/06/2017 01:03," ""strong and stable"" OR #strongandstable",19
09/06/2017 01:04, BBC Coverage,14
09/06/2017 01:04, Conservative Seats,77
09/06/2017 01:04, ITV Coverage,15
09/06/2017 01:04, Labour Seats,1049
09/06/2017 01:04, SNP Seats,103
09/06/2017 01:04," ""exit poll"" OR #exitpoll",229
09/06/2017 01:04," ""for the many"" OR #forthemany",21
09/06/2017 01:04," ""hung parliament"" OR #hungparliament",88
09/06/2017 01:04," ""strong and stable"" OR #strongandstable",22
09/06/2017 01:05, BBC Coverage,15
09/06/2017 01:05, Conservative Seats,45
09/06/2017 01:05, ITV Coverage,22
09/06/2017 01:05, Labour Seats,680
09/06/2017 01:05, SNP Seats,127
09/06/2017 01:05," ""exit poll"" OR #exitpoll",218
09/06/2017 01:05," ""for the many"" OR #forthemany",17
09/06/2017 01:05," ""hung parliament"" OR #hungparliament",94
09/06/2017 01:05," ""strong and stable"" OR #strongandstable",27
09/06/2017 01:06, BBC Coverage,9
09/06/2017 01:06, Conservative Seats,57
09/06/2017 01:06, ITV Coverage,18
09/06/2017 01:06, Labour Seats,535
09/06/2017 01:06, Lib Dem Seats,1
09/06/2017 01:06, SNP Seats,126
09/06/2017 01:06," ""exit poll"" OR #exitpoll",299
09/06/2017 01:06," ""for the many"" OR #forthemany",22
09/06/2017 01:06," ""hung parliament"" OR #hungparliament",99
09/06/2017 01:06," ""strong and stable"" OR #strongandstable",35
09/06/2017 01:07, BBC Coverage,19
09/06/2017 01:07, Conservative Seats,44
09/06/2017 01:07, ITV Coverage,9
09/06/2017 01:07, Labour Seats,438
09/06/2017 01:07, SNP Seats,138
09/06/2017 01:07," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 01:07," ""exit poll"" OR #exitpoll",262
09/06/2017 01:07," ""for the many"" OR #forthemany",22
09/06/2017 01:07," ""hung parliament"" OR #hungparliament",98
09/06/2017 01:07," ""strong and stable"" OR #strongandstable",26
09/06/2017 01:08, BBC Coverage,16
09/06/2017 01:08, Conservative Seats,50
09/06/2017 01:08, ITV Coverage,10
09/06/2017 01:08, Labour Seats,408
09/06/2017 01:08, SNP Seats,108
09/06/2017 01:08," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 01:08," ""exit poll"" OR #exitpoll",356
09/06/2017 01:08," ""for the many"" OR #forthemany",21
09/06/2017 01:08," ""hung parliament"" OR #hungparliament",97
09/06/2017 01:08," ""strong and stable"" OR #strongandstable",17
09/06/2017 01:09, BBC Coverage,14
09/06/2017 01:09, Conservative Seats,62
09/06/2017 01:09, ITV Coverage,11
09/06/2017 01:09, Labour Seats,351
09/06/2017 01:09, SNP Seats,98
09/06/2017 01:09," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 01:09," ""exit poll"" OR #exitpoll",293
09/06/2017 01:09," ""for the many"" OR #forthemany",20
09/06/2017 01:09," ""hung parliament"" OR #hungparliament",97
09/06/2017 01:09," ""strong and stable"" OR #strongandstable",17
09/06/2017 01:10, BBC Coverage,19
09/06/2017 01:10, Conservative Seats,48
09/06/2017 01:10, ITV Coverage,8
09/06/2017 01:10, Labour Seats,437
09/06/2017 01:10, SNP Seats,79
09/06/2017 01:10," ""exit poll"" OR #exitpoll",294
09/06/2017 01:10," ""for the many"" OR #forthemany",27
09/06/2017 01:10," ""hung parliament"" OR #hungparliament",112
09/06/2017 01:10," ""strong and stable"" OR #strongandstable",22
09/06/2017 01:11, BBC Coverage,15
09/06/2017 01:11, Conservative Seats,61
09/06/2017 01:11, ITV Coverage,17
09/06/2017 01:11, Labour Seats,427
09/06/2017 01:11, SNP Seats,138
09/06/2017 01:11," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 01:11," ""exit poll"" OR #exitpoll",292
09/06/2017 01:11," ""for the many"" OR #forthemany",20
09/06/2017 01:11," ""hung parliament"" OR #hungparliament",90
09/06/2017 01:11," ""strong and stable"" OR #strongandstable",17
09/06/2017 01:12, BBC Coverage,14
09/06/2017 01:12, Conservative Seats,45
09/06/2017 01:12, ITV Coverage,15
09/06/2017 01:12, Labour Seats,380
09/06/2017 01:12, SNP Seats,76
09/06/2017 01:12," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 01:12," ""exit poll"" OR #exitpoll",275
09/06/2017 01:12," ""for the many"" OR #forthemany",25
09/06/2017 01:12," ""hung parliament"" OR #hungparliament",72
09/06/2017 01:12," ""strong and stable"" OR #strongandstable",14
09/06/2017 01:13, BBC Coverage,20
09/06/2017 01:13, Conservative Seats,35
09/06/2017 01:13, ITV Coverage,11
09/06/2017 01:13, Labour Seats,376
09/06/2017 01:13, SNP Seats,118
09/06/2017 01:13," ""exit poll"" OR #exitpoll",306
09/06/2017 01:13," ""for the many"" OR #forthemany",19
09/06/2017 01:13," ""hung parliament"" OR #hungparliament",84
09/06/2017 01:13," ""strong and stable"" OR #strongandstable",19
09/06/2017 01:14, BBC Coverage,16
09/06/2017 01:14, Conservative Seats,36
09/06/2017 01:14, ITV Coverage,7
09/06/2017 01:14, Labour Seats,312
09/06/2017 01:14, Lib Dem Seats,2
09/06/2017 01:14, SNP Seats,105
09/06/2017 01:14," ""exit poll"" OR #exitpoll",268
09/06/2017 01:14," ""for the many"" OR #forthemany",22
09/06/2017 01:14," ""hung parliament"" OR #hungparliament",89
09/06/2017 01:14," ""strong and stable"" OR #strongandstable",26
09/06/2017 01:15, BBC Coverage,18
09/06/2017 01:15, Conservative Seats,61
09/06/2017 01:15, ITV Coverage,7
09/06/2017 01:15, Labour Seats,299
09/06/2017 01:15, Lib Dem Seats,4
09/06/2017 01:15, SNP Seats,97
09/06/2017 01:15," ""exit poll"" OR #exitpoll",260
09/06/2017 01:15," ""for the many"" OR #forthemany",17
09/06/2017 01:15," ""hung parliament"" OR #hungparliament",113
09/06/2017 01:15," ""strong and stable"" OR #strongandstable",18
09/06/2017 01:16, BBC Coverage,22
09/06/2017 01:16, Conservative Seats,64
09/06/2017 01:16, ITV Coverage,7
09/06/2017 01:16, Labour Seats,252
09/06/2017 01:16, Lib Dem Seats,7
09/06/2017 01:16, SNP Seats,62
09/06/2017 01:16," ""exit poll"" OR #exitpoll",236
09/06/2017 01:16," ""for the many"" OR #forthemany",22
09/06/2017 01:16," ""hung parliament"" OR #hungparliament",93
09/06/2017 01:16," ""strong and stable"" OR #strongandstable",39
09/06/2017 01:17, BBC Coverage,9
09/06/2017 01:17, Conservative Seats,31
09/06/2017 01:17, ITV Coverage,8
09/06/2017 01:17, Labour Seats,228
09/06/2017 01:17, Lib Dem Seats,143
09/06/2017 01:17, SNP Seats,65
09/06/2017 01:17," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 01:17," ""exit poll"" OR #exitpoll",316
09/06/2017 01:17," ""for the many"" OR #forthemany",27
09/06/2017 01:17," ""hung parliament"" OR #hungparliament",87
09/06/2017 01:17," ""strong and stable"" OR #strongandstable",25
09/06/2017 01:18, BBC Coverage,15
09/06/2017 01:18, Conservative Seats,85
09/06/2017 01:18, ITV Coverage,7
09/06/2017 01:18, Labour Seats,238
09/06/2017 01:18, Lib Dem Seats,87
09/06/2017 01:18, SNP Seats,75
09/06/2017 01:18," ""exit poll"" OR #exitpoll",313
09/06/2017 01:18," ""for the many"" OR #forthemany",21
09/06/2017 01:18," ""hung parliament"" OR #hungparliament",74
09/06/2017 01:18," ""strong and stable"" OR #strongandstable",19
09/06/2017 01:19, BBC Coverage,15
09/06/2017 01:19, Conservative Seats,327
09/06/2017 01:19, ITV Coverage,6
09/06/2017 01:19, Labour Seats,265
09/06/2017 01:19, Lib Dem Seats,60
09/06/2017 01:19, SNP Seats,61
09/06/2017 01:19," ""exit poll"" OR #exitpoll",234
09/06/2017 01:19," ""for the many"" OR #forthemany",20
09/06/2017 01:19," ""hung parliament"" OR #hungparliament",77
09/06/2017 01:19," ""strong and stable"" OR #strongandstable",22
09/06/2017 01:20, BBC Coverage,18
09/06/2017 01:20, Conservative Seats,204
09/06/2017 01:20, ITV Coverage,8
09/06/2017 01:20, Labour Seats,237
09/06/2017 01:20, Lib Dem Seats,42
09/06/2017 01:20, SNP Seats,62
09/06/2017 01:20," ""exit poll"" OR #exitpoll",260
