date_time,subject,subject_count
09/06/2017 02:40, ITV Coverage,3
09/06/2017 02:40, Labour Seats,215
09/06/2017 02:40, Lib Dem Seats,31
09/06/2017 02:40, SNP Seats,40
09/06/2017 02:40," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 02:40," ""exit poll"" OR #exitpoll",118
09/06/2017 02:40," ""for the many"" OR #forthemany",28
09/06/2017 02:40," ""hung parliament"" OR #hungparliament",74
09/06/2017 02:40," ""strong and stable"" OR #strongandstable",16
09/06/2017 02:41, BBC Coverage,26
09/06/2017 02:41, Conservative Seats,34
09/06/2017 02:41, ITV Coverage,3
09/06/2017 02:41, Labour Seats,245
09/06/2017 02:41, Lib Dem Seats,28
09/06/2017 02:41, SNP Seats,42
09/06/2017 02:41," ""exit poll"" OR #exitpoll",120
09/06/2017 02:41," ""for the many"" OR #forthemany",26
09/06/2017 02:41," ""hung parliament"" OR #hungparliament",85
09/06/2017 02:41," ""strong and stable"" OR #strongandstable",22
09/06/2017 02:42, BBC Coverage,16
09/06/2017 02:42, Conservative Seats,41
09/06/2017 02:42, ITV Coverage,6
09/06/2017 02:42, Labour Seats,198
09/06/2017 02:42, Lib Dem Seats,24
09/06/2017 02:42, SNP Seats,57
09/06/2017 02:42," ""exit poll"" OR #exitpoll",105
09/06/2017 02:42," ""for the many"" OR #forthemany",20
09/06/2017 02:42," ""hung parliament"" OR #hungparliament",82
09/06/2017 02:42," ""strong and stable"" OR #strongandstable",18
09/06/2017 02:43, BBC Coverage,14
09/06/2017 02:43, Conservative Seats,63
09/06/2017 02:43, ITV Coverage,7
09/06/2017 02:43, Labour Seats,174
09/06/2017 02:43, Lib Dem Seats,24
09/06/2017 02:43, SNP Seats,42
09/06/2017 02:43," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 02:43," ""exit poll"" OR #exitpoll",125
09/06/2017 02:43," ""for the many"" OR #forthemany",20
09/06/2017 02:43," ""hung parliament"" OR #hungparliament",73
09/06/2017 02:43," ""strong and stable"" OR #strongandstable",24
09/06/2017 02:44, BBC Coverage,28
09/06/2017 02:44, Conservative Seats,53
09/06/2017 02:44, ITV Coverage,4
09/06/2017 02:44, Labour Seats,231
09/06/2017 02:44, Lib Dem Seats,14
09/06/2017 02:44, SNP Seats,35
09/06/2017 02:44," ""exit poll"" OR #exitpoll",125
09/06/2017 02:44," ""for the many"" OR #forthemany",26
09/06/2017 02:44," ""hung parliament"" OR #hungparliament",75
09/06/2017 02:44," ""strong and stable"" OR #strongandstable",14
09/06/2017 02:45, BBC Coverage,58
09/06/2017 02:45, Conservative Seats,35
09/06/2017 02:45, ITV Coverage,8
09/06/2017 02:45, Labour Seats,140
09/06/2017 02:45, Lib Dem Seats,2
09/06/2017 02:45, SNP Seats,49
09/06/2017 02:45," ""exit poll"" OR #exitpoll",153
09/06/2017 02:45," ""for the many"" OR #forthemany",28
09/06/2017 02:45," ""hung parliament"" OR #hungparliament",62
09/06/2017 02:45," ""strong and stable"" OR #strongandstable",31
09/06/2017 02:46, BBC Coverage,42
09/06/2017 02:46, Conservative Seats,39
09/06/2017 02:46, ITV Coverage,5
09/06/2017 02:46, Labour Seats,180
09/06/2017 02:46, Lib Dem Seats,11
09/06/2017 02:46, SNP Seats,56
09/06/2017 02:46," ""exit poll"" OR #exitpoll",123
09/06/2017 02:46," ""for the many"" OR #forthemany",23
09/06/2017 02:46," ""hung parliament"" OR #hungparliament",97
09/06/2017 02:46," ""strong and stable"" OR #strongandstable",21
09/06/2017 02:47, BBC Coverage,27
09/06/2017 02:47, Conservative Seats,30
09/06/2017 02:47, ITV Coverage,4
09/06/2017 02:47, Labour Seats,268
09/06/2017 02:47, Lib Dem Seats,5
09/06/2017 02:47, SNP Seats,45
09/06/2017 02:47," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 02:47," ""exit poll"" OR #exitpoll",106
09/06/2017 02:47," ""for the many"" OR #forthemany",22
09/06/2017 02:47," ""hung parliament"" OR #hungparliament",68
09/06/2017 02:47," ""strong and stable"" OR #strongandstable",15
09/06/2017 02:48, BBC Coverage,25
09/06/2017 02:48, Conservative Seats,34
09/06/2017 02:48, ITV Coverage,3
09/06/2017 02:48, Labour Seats,219
09/06/2017 02:48, Lib Dem Seats,8
09/06/2017 02:48, SNP Seats,35
09/06/2017 02:48," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 02:48," ""exit poll"" OR #exitpoll",114
09/06/2017 02:48," ""for the many"" OR #forthemany",19
09/06/2017 02:48," ""hung parliament"" OR #hungparliament",77
09/06/2017 02:48," ""strong and stable"" OR #strongandstable",19
09/06/2017 02:49, BBC Coverage,16
09/06/2017 02:49, Conservative Seats,41
09/06/2017 02:49, ITV Coverage,8
09/06/2017 02:49, Labour Seats,222
09/06/2017 02:49, Lib Dem Seats,13
09/06/2017 02:49, SNP Seats,34
09/06/2017 02:49," ""exit poll"" OR #exitpoll",85
09/06/2017 02:49," ""for the many"" OR #forthemany",17
09/06/2017 02:49," ""hung parliament"" OR #hungparliament",75
09/06/2017 02:49," ""strong and stable"" OR #strongandstable",13
09/06/2017 02:50, BBC Coverage,16
09/06/2017 02:50, Conservative Seats,30
09/06/2017 02:50, ITV Coverage,11
09/06/2017 02:50, Labour Seats,171
09/06/2017 02:50, Lib Dem Seats,22
09/06/2017 02:50, SNP Seats,25
09/06/2017 02:50," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 02:50," ""exit poll"" OR #exitpoll",83
09/06/2017 02:50," ""for the many"" OR #forthemany",31
09/06/2017 02:50," ""hung parliament"" OR #hungparliament",85
09/06/2017 02:50," ""strong and stable"" OR #strongandstable",17
09/06/2017 02:51, BBC Coverage,16
09/06/2017 02:51, Conservative Seats,24
09/06/2017 02:51, ITV Coverage,9
09/06/2017 02:51, Labour Seats,172
09/06/2017 02:51, Lib Dem Seats,41
09/06/2017 02:51, SNP Seats,16
09/06/2017 02:51," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 02:51," ""exit poll"" OR #exitpoll",81
09/06/2017 02:51," ""for the many"" OR #forthemany",22
09/06/2017 02:51," ""hung parliament"" OR #hungparliament",80
09/06/2017 02:51," ""strong and stable"" OR #strongandstable",13
09/06/2017 02:52, BBC Coverage,17
09/06/2017 02:52, Conservative Seats,29
09/06/2017 02:52, ITV Coverage,4
09/06/2017 02:52, Labour Seats,137
09/06/2017 02:52, Lib Dem Seats,41
09/06/2017 02:52, SNP Seats,7
09/06/2017 02:52," ""exit poll"" OR #exitpoll",99
09/06/2017 02:52," ""for the many"" OR #forthemany",16
09/06/2017 02:52," ""hung parliament"" OR #hungparliament",80
09/06/2017 02:52," ""strong and stable"" OR #strongandstable",14
09/06/2017 02:53, BBC Coverage,15
09/06/2017 02:53, Conservative Seats,33
09/06/2017 02:53, ITV Coverage,5
09/06/2017 02:53, Labour Seats,167
09/06/2017 02:53, Lib Dem Seats,24
09/06/2017 02:53, SNP Seats,16
09/06/2017 02:53," ""exit poll"" OR #exitpoll",96
09/06/2017 02:53," ""for the many"" OR #forthemany",17
09/06/2017 02:53," ""hung parliament"" OR #hungparliament",90
09/06/2017 02:53," ""strong and stable"" OR #strongandstable",12
09/06/2017 02:54, BBC Coverage,16
09/06/2017 02:54, Conservative Seats,45
09/06/2017 02:54, ITV Coverage,3
09/06/2017 02:54, Labour Seats,169
09/06/2017 02:54, Lib Dem Seats,35
09/06/2017 02:54, SNP Seats,25
09/06/2017 02:54," ""exit poll"" OR #exitpoll",112
09/06/2017 02:54," ""for the many"" OR #forthemany",19
09/06/2017 02:54," ""hung parliament"" OR #hungparliament",108
09/06/2017 02:54," ""strong and stable"" OR #strongandstable",8
09/06/2017 02:55, BBC Coverage,19
09/06/2017 02:55, Conservative Seats,27
09/06/2017 02:55, ITV Coverage,4
09/06/2017 02:55, Labour Seats,198
09/06/2017 02:55, Lib Dem Seats,22
09/06/2017 02:55, SNP Seats,22
09/06/2017 02:55," ""exit poll"" OR #exitpoll",102
09/06/2017 02:55," ""for the many"" OR #forthemany",27
09/06/2017 02:55," ""hung parliament"" OR #hungparliament",73
09/06/2017 02:55," ""strong and stable"" OR #strongandstable",11
09/06/2017 02:56, BBC Coverage,17
09/06/2017 02:56, Conservative Seats,37
09/06/2017 02:56, ITV Coverage,1
09/06/2017 02:56, Labour Seats,162
09/06/2017 02:56, Lib Dem Seats,25
09/06/2017 02:56, SNP Seats,20
09/06/2017 02:56," ""exit poll"" OR #exitpoll",86
09/06/2017 02:56," ""for the many"" OR #forthemany",23
09/06/2017 02:56," ""hung parliament"" OR #hungparliament",83
09/06/2017 02:56," ""strong and stable"" OR #strongandstable",8
09/06/2017 02:57, BBC Coverage,23
09/06/2017 02:57, Conservative Seats,28
09/06/2017 02:57, ITV Coverage,4
09/06/2017 02:57, Labour Seats,135
09/06/2017 02:57, Lib Dem Seats,7
09/06/2017 02:57, SNP Seats,25
09/06/2017 02:57," ""exit poll"" OR #exitpoll",106
09/06/2017 02:57," ""for the many"" OR #forthemany",37
09/06/2017 02:57," ""hung parliament"" OR #hungparliament",85
09/06/2017 02:57," ""strong and stable"" OR #strongandstable",7
09/06/2017 02:58, BBC Coverage,20
09/06/2017 02:58, Conservative Seats,52
09/06/2017 02:58, ITV Coverage,2
09/06/2017 02:58, Labour Seats,157
09/06/2017 02:58, Lib Dem Seats,16
09/06/2017 02:58, SNP Seats,13
09/06/2017 02:58," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 02:58," ""exit poll"" OR #exitpoll",95
09/06/2017 02:58," ""for the many"" OR #forthemany",20
09/06/2017 02:58," ""hung parliament"" OR #hungparliament",179
09/06/2017 02:58," ""strong and stable"" OR #strongandstable",8
09/06/2017 02:59, BBC Coverage,16
09/06/2017 02:59, Conservative Seats,83
09/06/2017 02:59, ITV Coverage,3
09/06/2017 02:59, Labour Seats,160
09/06/2017 02:59, Lib Dem Seats,7
09/06/2017 02:59, SNP Seats,6
09/06/2017 02:59," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 02:59," ""exit poll"" OR #exitpoll",89
09/06/2017 02:59," ""for the many"" OR #forthemany",15
09/06/2017 02:59," ""hung parliament"" OR #hungparliament",217
09/06/2017 02:59," ""strong and stable"" OR #strongandstable",9
09/06/2017 03:00, BBC Coverage,16
09/06/2017 03:00, Conservative Seats,73
09/06/2017 03:00, ITV Coverage,3
09/06/2017 03:00, Labour Seats,186
09/06/2017 03:00, Lib Dem Seats,3
09/06/2017 03:00, SNP Seats,16
09/06/2017 03:00," ""exit poll"" OR #exitpoll",97
09/06/2017 03:00," ""for the many"" OR #forthemany",19
09/06/2017 03:00," ""hung parliament"" OR #hungparliament",138
09/06/2017 03:00," ""strong and stable"" OR #strongandstable",9
09/06/2017 03:01, BBC Coverage,20
09/06/2017 03:01, Conservative Seats,80
09/06/2017 03:01, ITV Coverage,7
09/06/2017 03:01, Labour Seats,224
09/06/2017 03:01, Lib Dem Seats,8
09/06/2017 03:01, SNP Seats,11
09/06/2017 03:01," ""exit poll"" OR #exitpoll",93
09/06/2017 03:01," ""for the many"" OR #forthemany",19
09/06/2017 03:01," ""hung parliament"" OR #hungparliament",148
09/06/2017 03:01," ""strong and stable"" OR #strongandstable",11
09/06/2017 03:02, BBC Coverage,8
09/06/2017 03:02, Conservative Seats,79
09/06/2017 03:02, ITV Coverage,5
09/06/2017 03:02, Labour Seats,196
09/06/2017 03:02, Lib Dem Seats,4
09/06/2017 03:02, SNP Seats,9
09/06/2017 03:02," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 03:02," ""exit poll"" OR #exitpoll",97
09/06/2017 03:02," ""for the many"" OR #forthemany",15
09/06/2017 03:02," ""hung parliament"" OR #hungparliament",160
09/06/2017 03:02," ""strong and stable"" OR #strongandstable",21
09/06/2017 03:03, BBC Coverage,8
09/06/2017 03:03, Conservative Seats,86
09/06/2017 03:03, ITV Coverage,5
09/06/2017 03:03, Labour Seats,197
09/06/2017 03:03, Lib Dem Seats,6
09/06/2017 03:03, SNP Seats,9
09/06/2017 03:03," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 03:03," ""exit poll"" OR #exitpoll",110
09/06/2017 03:03," ""for the many"" OR #forthemany",20
09/06/2017 03:03," ""hung parliament"" OR #hungparliament",144
09/06/2017 03:03," ""strong and stable"" OR #strongandstable",19
09/06/2017 03:04, BBC Coverage,7
09/06/2017 03:04, Conservative Seats,67
09/06/2017 03:04, ITV Coverage,10
09/06/2017 03:04, Labour Seats,219
09/06/2017 03:04, Lib Dem Seats,8
09/06/2017 03:04, SNP Seats,21
09/06/2017 03:04," ""exit poll"" OR #exitpoll",99
09/06/2017 03:04," ""for the many"" OR #forthemany",21
09/06/2017 03:04," ""hung parliament"" OR #hungparliament",128
09/06/2017 03:04," ""strong and stable"" OR #strongandstable",21
09/06/2017 03:05, BBC Coverage,5
09/06/2017 03:05, Conservative Seats,56
09/06/2017 03:05, ITV Coverage,6
09/06/2017 03:05, Labour Seats,209
09/06/2017 03:05, Lib Dem Seats,4
09/06/2017 03:05, SNP Seats,50
09/06/2017 03:05," ""exit poll"" OR #exitpoll",96
09/06/2017 03:05," ""for the many"" OR #forthemany",20
09/06/2017 03:05," ""hung parliament"" OR #hungparliament",99
09/06/2017 03:05," ""strong and stable"" OR #strongandstable",29
09/06/2017 03:06, BBC Coverage,10
09/06/2017 03:06, Conservative Seats,48
09/06/2017 03:06, ITV Coverage,7
09/06/2017 03:06, Labour Seats,181
09/06/2017 03:06, Lib Dem Seats,2
09/06/2017 03:06, SNP Seats,44
09/06/2017 03:06," ""exit poll"" OR #exitpoll",118
09/06/2017 03:06," ""for the many"" OR #forthemany",26
09/06/2017 03:06," ""hung parliament"" OR #hungparliament",81
09/06/2017 03:06," ""strong and stable"" OR #strongandstable",14
09/06/2017 03:07, BBC Coverage,5
09/06/2017 03:07, Conservative Seats,46
09/06/2017 03:07, ITV Coverage,3
09/06/2017 03:07, Labour Seats,170
09/06/2017 03:07, Lib Dem Seats,7
09/06/2017 03:07, SNP Seats,44
09/06/2017 03:07," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 03:07," ""exit poll"" OR #exitpoll",96
09/06/2017 03:07," ""for the many"" OR #forthemany",25
09/06/2017 03:07," ""hung parliament"" OR #hungparliament",88
09/06/2017 03:07," ""strong and stable"" OR #strongandstable",27
09/06/2017 03:08, BBC Coverage,6
09/06/2017 03:08, Conservative Seats,33
09/06/2017 03:08, ITV Coverage,6
09/06/2017 03:08, Labour Seats,117
09/06/2017 03:08, Lib Dem Seats,4
09/06/2017 03:08, SNP Seats,46
09/06/2017 03:08," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 03:08," ""exit poll"" OR #exitpoll",98
09/06/2017 03:08," ""for the many"" OR #forthemany",19
09/06/2017 03:08," ""hung parliament"" OR #hungparliament",97
09/06/2017 03:08," ""strong and stable"" OR #strongandstable",14
09/06/2017 03:09, BBC Coverage,10
09/06/2017 03:09, Conservative Seats,44
09/06/2017 03:09, ITV Coverage,8
09/06/2017 03:09, Labour Seats,179
09/06/2017 03:09, Lib Dem Seats,5
09/06/2017 03:09, SNP Seats,69
09/06/2017 03:09," ""exit poll"" OR #exitpoll",95
09/06/2017 03:09," ""for the many"" OR #forthemany",24
09/06/2017 03:09," ""hung parliament"" OR #hungparliament",82
09/06/2017 03:09," ""strong and stable"" OR #strongandstable",20
09/06/2017 03:10, BBC Coverage,9
09/06/2017 03:10, Conservative Seats,37
09/06/2017 03:10, ITV Coverage,6
09/06/2017 03:10, Labour Seats,147
09/06/2017 03:10, Lib Dem Seats,6
09/06/2017 03:10, SNP Seats,36
09/06/2017 03:10," ""exit poll"" OR #exitpoll",98
09/06/2017 03:10," ""for the many"" OR #forthemany",17
09/06/2017 03:10," ""hung parliament"" OR #hungparliament",93
09/06/2017 03:10," ""strong and stable"" OR #strongandstable",9
09/06/2017 03:11, BBC Coverage,19
09/06/2017 03:11, Conservative Seats,51
09/06/2017 03:11, ITV Coverage,3
09/06/2017 03:11, Labour Seats,140
09/06/2017 03:11, Lib Dem Seats,2
09/06/2017 03:11, SNP Seats,49
09/06/2017 03:11," ""exit poll"" OR #exitpoll",97
09/06/2017 03:11," ""for the many"" OR #forthemany",18
09/06/2017 03:11," ""hung parliament"" OR #hungparliament",102
09/06/2017 03:11," ""strong and stable"" OR #strongandstable",19
09/06/2017 03:12, BBC Coverage,6
09/06/2017 03:12, Conservative Seats,43
09/06/2017 03:12, ITV Coverage,2
09/06/2017 03:12, Labour Seats,149
09/06/2017 03:12, Lib Dem Seats,8
09/06/2017 03:12, SNP Seats,51
09/06/2017 03:12," ""exit poll"" OR #exitpoll",77
09/06/2017 03:12," ""for the many"" OR #forthemany",13
09/06/2017 03:12," ""hung parliament"" OR #hungparliament",116
09/06/2017 03:12," ""strong and stable"" OR #strongandstable",24
09/06/2017 03:13, BBC Coverage,8
09/06/2017 03:13, Conservative Seats,57
09/06/2017 03:13, ITV Coverage,5
09/06/2017 03:13, Labour Seats,195
09/06/2017 03:13, Lib Dem Seats,1
09/06/2017 03:13, SNP Seats,61
09/06/2017 03:13," ""exit poll"" OR #exitpoll",81
09/06/2017 03:13," ""for the many"" OR #forthemany",22
09/06/2017 03:13," ""hung parliament"" OR #hungparliament",110
09/06/2017 03:13," ""strong and stable"" OR #strongandstable",15
09/06/2017 03:14, BBC Coverage,10
09/06/2017 03:14, Conservative Seats,61
09/06/2017 03:14, ITV Coverage,2
09/06/2017 03:14, Labour Seats,176
09/06/2017 03:14, Lib Dem Seats,1
09/06/2017 03:14, SNP Seats,64
09/06/2017 03:14," ""exit poll"" OR #exitpoll",92
09/06/2017 03:14," ""for the many"" OR #forthemany",16
09/06/2017 03:14," ""hung parliament"" OR #hungparliament",99
09/06/2017 03:14," ""strong and stable"" OR #strongandstable",17
09/06/2017 03:15, BBC Coverage,9
09/06/2017 03:15, Conservative Seats,40
09/06/2017 03:15, ITV Coverage,12
09/06/2017 03:15, Labour Seats,206
09/06/2017 03:15, Lib Dem Seats,2
09/06/2017 03:15, SNP Seats,73
09/06/2017 03:15," ""exit poll"" OR #exitpoll",104
09/06/2017 03:15," ""for the many"" OR #forthemany",15
09/06/2017 03:15," ""hung parliament"" OR #hungparliament",112
09/06/2017 03:15," ""strong and stable"" OR #strongandstable",11
09/06/2017 03:16, BBC Coverage,10
09/06/2017 03:16, Conservative Seats,43
09/06/2017 03:16, ITV Coverage,10
09/06/2017 03:16, Labour Seats,189
09/06/2017 03:16, Lib Dem Seats,5
09/06/2017 03:16, SNP Seats,46
09/06/2017 03:16," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 03:16," ""exit poll"" OR #exitpoll",119
09/06/2017 03:16," ""for the many"" OR #forthemany",19
09/06/2017 03:16," ""hung parliament"" OR #hungparliament",94
09/06/2017 03:16," ""strong and stable"" OR #strongandstable",14
09/06/2017 03:17, BBC Coverage,16
09/06/2017 03:17, Conservative Seats,49
09/06/2017 03:17, ITV Coverage,10
09/06/2017 03:17, Labour Seats,143
09/06/2017 03:17, Lib Dem Seats,4
09/06/2017 03:17, SNP Seats,37
09/06/2017 03:17," ""exit poll"" OR #exitpoll",97
09/06/2017 03:17," ""for the many"" OR #forthemany",20
09/06/2017 03:17," ""hung parliament"" OR #hungparliament",84
09/06/2017 03:17," ""strong and stable"" OR #strongandstable",12
09/06/2017 03:18, BBC Coverage,10
09/06/2017 03:18, Conservative Seats,38
09/06/2017 03:18, ITV Coverage,7
09/06/2017 03:18, Labour Seats,124
09/06/2017 03:18, SNP Seats,50
09/06/2017 03:18," ""exit poll"" OR #exitpoll",96
09/06/2017 03:18," ""for the many"" OR #forthemany",11
09/06/2017 03:18," ""hung parliament"" OR #hungparliament",77
09/06/2017 03:18," ""strong and stable"" OR #strongandstable",8
09/06/2017 03:19, BBC Coverage,6
09/06/2017 03:19, Conservative Seats,65
09/06/2017 03:19, ITV Coverage,12
09/06/2017 03:19, Labour Seats,135
09/06/2017 03:19, Lib Dem Seats,2
09/06/2017 03:19, SNP Seats,44
09/06/2017 03:19," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 03:19," ""exit poll"" OR #exitpoll",100
09/06/2017 03:19," ""for the many"" OR #forthemany",12
09/06/2017 03:19," ""hung parliament"" OR #hungparliament",79
09/06/2017 03:19," ""strong and stable"" OR #strongandstable",16
09/06/2017 03:20, BBC Coverage,11
09/06/2017 03:20, Conservative Seats,304
09/06/2017 03:20, ITV Coverage,6
09/06/2017 03:20, Labour Seats,110
09/06/2017 03:20, SNP Seats,48
09/06/2017 03:20," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 03:20," ""exit poll"" OR #exitpoll",93
09/06/2017 03:20," ""for the many"" OR #forthemany",15
09/06/2017 03:20," ""hung parliament"" OR #hungparliament",72
09/06/2017 03:20," ""strong and stable"" OR #strongandstable",14
09/06/2017 03:21, BBC Coverage,7
09/06/2017 03:21, Conservative Seats,218
09/06/2017 03:21, ITV Coverage,7
09/06/2017 03:21, Labour Seats,142
09/06/2017 03:21, Lib Dem Seats,1
09/06/2017 03:21, SNP Seats,47
09/06/2017 03:21," ""exit poll"" OR #exitpoll",83
09/06/2017 03:21," ""for the many"" OR #forthemany",8
09/06/2017 03:21," ""hung parliament"" OR #hungparliament",74
09/06/2017 03:21," ""strong and stable"" OR #strongandstable",10
09/06/2017 03:22, BBC Coverage,12
09/06/2017 03:22, Conservative Seats,132
09/06/2017 03:22, ITV Coverage,8
09/06/2017 03:22, Labour Seats,86
09/06/2017 03:22, Lib Dem Seats,4
09/06/2017 03:22, SNP Seats,37
09/06/2017 03:22," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 03:22," ""exit poll"" OR #exitpoll",82
09/06/2017 03:22," ""for the many"" OR #forthemany",8
09/06/2017 03:22," ""hung parliament"" OR #hungparliament",66
09/06/2017 03:22," ""strong and stable"" OR #strongandstable",14
09/06/2017 03:23, BBC Coverage,27
09/06/2017 03:23, Conservative Seats,92
09/06/2017 03:23, ITV Coverage,3
09/06/2017 03:23, Labour Seats,106
09/06/2017 03:23, Lib Dem Seats,3
09/06/2017 03:23, SNP Seats,24
09/06/2017 03:23," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 03:23," ""exit poll"" OR #exitpoll",72
09/06/2017 03:23," ""for the many"" OR #forthemany",12
09/06/2017 03:23," ""hung parliament"" OR #hungparliament",93
09/06/2017 03:23," ""strong and stable"" OR #strongandstable",11
09/06/2017 03:24, BBC Coverage,30
09/06/2017 03:24, Conservative Seats,78
09/06/2017 03:24, ITV Coverage,7
09/06/2017 03:24, Labour Seats,162
09/06/2017 03:24, Lib Dem Seats,4
09/06/2017 03:24, SNP Seats,19
09/06/2017 03:24," ""exit poll"" OR #exitpoll",69
09/06/2017 03:24," ""for the many"" OR #forthemany",12
09/06/2017 03:24," ""hung parliament"" OR #hungparliament",69
09/06/2017 03:24," ""strong and stable"" OR #strongandstable",14
09/06/2017 03:25, BBC Coverage,16
09/06/2017 03:25, Conservative Seats,84
09/06/2017 03:25, ITV Coverage,8
09/06/2017 03:25, Labour Seats,137
09/06/2017 03:25, Lib Dem Seats,4
09/06/2017 03:25, SNP Seats,30
09/06/2017 03:25," ""exit poll"" OR #exitpoll",72
09/06/2017 03:25," ""for the many"" OR #forthemany",14
09/06/2017 03:25," ""hung parliament"" OR #hungparliament",89
09/06/2017 03:25," ""strong and stable"" OR #strongandstable",3
09/06/2017 03:26, BBC Coverage,19
09/06/2017 03:26, Conservative Seats,67
09/06/2017 03:26, ITV Coverage,1
09/06/2017 03:26, Labour Seats,158
09/06/2017 03:26, Lib Dem Seats,2
09/06/2017 03:26, SNP Seats,27
09/06/2017 03:26," ""exit poll"" OR #exitpoll",71
09/06/2017 03:26," ""for the many"" OR #forthemany",18
09/06/2017 03:26," ""hung parliament"" OR #hungparliament",97
09/06/2017 03:26," ""strong and stable"" OR #strongandstable",11
09/06/2017 03:27, BBC Coverage,31
09/06/2017 03:27, Conservative Seats,48
09/06/2017 03:27, ITV Coverage,5
09/06/2017 03:27, Labour Seats,195
09/06/2017 03:27, SNP Seats,23
09/06/2017 03:27," ""exit poll"" OR #exitpoll",81
09/06/2017 03:27," ""for the many"" OR #forthemany",20
09/06/2017 03:27," ""hung parliament"" OR #hungparliament",77
09/06/2017 03:27," ""strong and stable"" OR #strongandstable",3
09/06/2017 03:28, BBC Coverage,34
09/06/2017 03:28, Conservative Seats,51
09/06/2017 03:28, ITV Coverage,4
09/06/2017 03:28, Labour Seats,157
09/06/2017 03:28, SNP Seats,12
09/06/2017 03:28," ""exit poll"" OR #exitpoll",83
09/06/2017 03:28," ""for the many"" OR #forthemany",18
09/06/2017 03:28," ""hung parliament"" OR #hungparliament",81
09/06/2017 03:28," ""strong and stable"" OR #strongandstable",8
09/06/2017 03:29, BBC Coverage,38
09/06/2017 03:29, Conservative Seats,49
09/06/2017 03:29, ITV Coverage,4
09/06/2017 03:29, Labour Seats,155
09/06/2017 03:29, SNP Seats,16
09/06/2017 03:29," ""exit poll"" OR #exitpoll",87
09/06/2017 03:29," ""for the many"" OR #forthemany",14
09/06/2017 03:29," ""hung parliament"" OR #hungparliament",69
09/06/2017 03:29," ""strong and stable"" OR #strongandstable",8
09/06/2017 03:30, BBC Coverage,35
09/06/2017 03:30, Conservative Seats,40
09/06/2017 03:30, ITV Coverage,7
09/06/2017 03:30, Labour Seats,135
09/06/2017 03:30, Lib Dem Seats,2
09/06/2017 03:30, SNP Seats,6
09/06/2017 03:30," ""exit poll"" OR #exitpoll",81
09/06/2017 03:30," ""for the many"" OR #forthemany",16
09/06/2017 03:30," ""hung parliament"" OR #hungparliament",90
09/06/2017 03:30," ""strong and stable"" OR #strongandstable",5
09/06/2017 03:31, BBC Coverage,33
09/06/2017 03:31, Conservative Seats,48
09/06/2017 03:31, ITV Coverage,1
09/06/2017 03:31, Labour Seats,129
09/06/2017 03:31, SNP Seats,10
09/06/2017 03:31," ""exit poll"" OR #exitpoll",78
09/06/2017 03:31," ""for the many"" OR #forthemany",17
09/06/2017 03:31," ""hung parliament"" OR #hungparliament",89
09/06/2017 03:31," ""strong and stable"" OR #strongandstable",6
09/06/2017 03:32, BBC Coverage,46
09/06/2017 03:32, Conservative Seats,34
09/06/2017 03:32, ITV Coverage,6
09/06/2017 03:32, Labour Seats,102
09/06/2017 03:32, Lib Dem Seats,1
09/06/2017 03:32, SNP Seats,7
09/06/2017 03:32," ""exit poll"" OR #exitpoll",75
09/06/2017 03:32," ""for the many"" OR #forthemany",11
09/06/2017 03:32," ""hung parliament"" OR #hungparliament",64
09/06/2017 03:32," ""strong and stable"" OR #strongandstable",8
09/06/2017 03:33, BBC Coverage,39
09/06/2017 03:33, Conservative Seats,32
09/06/2017 03:33, ITV Coverage,5
09/06/2017 03:33, Labour Seats,88
09/06/2017 03:33, Lib Dem Seats,3
09/06/2017 03:33, SNP Seats,1
09/06/2017 03:33," ""exit poll"" OR #exitpoll",48
09/06/2017 03:33," ""for the many"" OR #forthemany",17
09/06/2017 03:33," ""hung parliament"" OR #hungparliament",56
09/06/2017 03:33," ""strong and stable"" OR #strongandstable",5
09/06/2017 03:34, BBC Coverage,20
09/06/2017 03:34, Conservative Seats,37
09/06/2017 03:34, ITV Coverage,4
09/06/2017 03:34, Labour Seats,97
09/06/2017 03:34, Lib Dem Seats,1
09/06/2017 03:34, SNP Seats,7
09/06/2017 03:34," ""exit poll"" OR #exitpoll",65
09/06/2017 03:34," ""for the many"" OR #forthemany",14
09/06/2017 03:34," ""hung parliament"" OR #hungparliament",76
09/06/2017 03:34," ""strong and stable"" OR #strongandstable",8
